É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/10/13 09:28:46

,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs,ãûìs
2022/6/1,52,8,1,1009.2,8,1,0,1,8,1,20.8,8,1,27.4,8,1,14.2,8,1
2022/6/2,47,8,1,1008.1,8,1,0,1,8,1,23.4,8,1,30.9,8,1,15.8,8,1
2022/6/3,55,8,1,1009.3,8,1,0,1,8,1,23.3,8,1,30.6,8,1,18.1,8,1
2022/6/4,54,8,1,1012.1,8,1,0,1,8,1,21.9,8,1,29.0,8,1,17.2,8,1
2022/6/5,63,8,1,1008.6,8,1,8.5,0,8,1,21.9,8,1,27.4,8,1,17.1,8,1
2022/6/6,89,8,1,995.4,8,1,47.0,0,8,1,19.0,8,1,21.4,8,1,17.3,8,1
2022/6/7,70,8,1,1004.1,8,1,0.5,0,8,1,18.9,8,1,22.6,8,1,16.2,8,1
2022/6/8,65,8,1,1011.4,8,1,0,1,8,1,19.5,8,1,25.1,8,1,13.9,8,1
2022/6/9,59,8,1,1013.7,8,1,0,1,8,1,22.7,8,1,30.4,8,1,15.3,8,1
2022/6/10,60,8,1,1015.0,8,1,0,1,8,1,24.6,8,1,30.0,8,1,20.6,8,1
2022/6/11,75,8,1,1012.8,8,1,2.5,0,8,1,22.2,8,1,25.2,8,1,19.3,8,1
2022/6/12,61,8,1,1010.7,8,1,0.0,0,8,1,21.4,8,1,25.5,8,1,18.2,8,1
2022/6/13,58,8,1,1011.7,8,1,0,1,8,1,21.9,8,1,27.6,8,1,16.6,8,1
2022/6/14,77,8,1,1012.3,8,1,20.0,0,8,1,19.6,8,1,22.4,8,1,17.0,8,1
2022/6/15,78,8,1,1011.1,8,1,4.0,0,8,1,20.7,8,1,24.9,8,1,17.6,8,1
2022/6/16,77,8,1,1010.4,8,1,0,1,8,1,23.2,8,1,27.7,8,1,19.0,8,1
2022/6/17,65,8,1,1010.3,8,1,0,1,8,1,25.9,8,1,31.7,8,1,20.9,8,1
2022/6/18,70,8,1,1009.3,8,1,0,1,8,1,24.9,8,1,28.2,8,1,22.4,8,1
2022/6/19,69,8,1,1009.3,8,1,0,1,8,1,26.0,8,1,31.4,8,1,22.4,8,1
2022/6/20,66,8,1,1006.3,8,1,0,1,8,1,27.2,8,1,31.7,8,1,23.9,8,1
2022/6/21,86,8,1,1007.0,8,1,37.0,0,8,1,23.9,8,1,25.4,8,1,22.3,8,1
2022/6/22,82,8,1,1008.1,8,1,6.0,0,8,1,25.5,8,1,31.8,8,1,22.2,8,1
2022/6/23,68,8,1,1009.6,8,1,0.0,0,8,1,28.5,8,1,33.3,8,1,23.9,8,1
2022/6/24,65,8,1,1005.1,8,1,0.0,0,8,1,29.4,8,1,34.2,8,1,26.2,8,1
2022/6/25,69,8,1,1009.5,8,1,0.0,0,8,1,28.4,8,1,33.0,8,1,25.6,8,1
2022/6/26,64,8,1,1015.1,8,1,0,1,8,1,27.8,8,1,32.9,8,1,23.8,8,1
2022/6/27,67,8,1,1015.2,8,1,0.0,0,8,1,29.1,8,1,34.1,8,1,24.9,8,1
2022/6/28,61,8,1,1012.6,8,1,0,1,8,1,30.0,8,1,35.2,8,1,25.3,8,1
2022/6/29,59,8,1,1012.0,8,1,0,1,8,1,30.4,8,1,35.6,8,1,26.4,8,1
2022/6/30,60,8,1,1013.5,8,1,0,1,8,1,30.9,8,1,37.2,8,1,25.2,8,1
2022/7/1,54,8,1,1015.1,8,1,0,1,8,1,31.6,8,1,38.3,8,1,25.5,8,1
2022/7/2,57,8,1,1014.1,8,1,0,1,8,1,31.2,8,1,38.6,8,1,25.6,8,1
2022/7/3,84,8,1,1012.7,8,1,26.0,0,8,1,26.4,8,1,29.4,8,1,24.3,8,1
2022/7/4,84,8,1,1010.8,8,1,4.5,0,8,1,26.1,8,1,27.8,8,1,25.0,8,1
2022/7/5,84,8,1,1006.9,8,1,14.5,0,8,1,26.0,8,1,30.8,8,1,24.6,8,1
2022/7/6,71,8,1,1007.4,8,1,0.0,0,8,1,28.2,8,1,34.0,8,1,24.2,8,1
2022/7/7,63,8,1,1009.0,8,1,0,1,8,1,28.6,8,1,34.7,8,1,23.7,8,1
2022/7/8,74,8,1,1006.2,8,1,0.0,0,8,1,27.1,8,1,32.2,8,1,23.8,8,1
2022/7/9,80,8,1,1002.2,8,1,44.0,0,8,1,27.1,8,1,34.2,8,1,24.1,8,1
2022/7/10,79,8,1,1005.4,8,1,0.5,0,8,1,27.2,8,1,31.1,8,1,24.5,8,1
2022/7/11,68,8,1,1007.2,8,1,0,1,8,1,29.2,8,1,33.6,8,1,25.3,8,1
2022/7/12,82,8,1,1006.8,8,1,20.5,0,8,1,26.3,8,1,30.2,8,1,23.6,8,1
2022/7/13,72,8,1,1005.6,8,1,0.0,0,8,1,26.5,8,1,30.8,8,1,22.5,8,1
2022/7/14,82,8,1,1003.4,8,1,2.5,0,8,1,25.3,8,1,27.7,8,1,23.9,8,1
2022/7/15,80,8,1,1000.8,8,1,0.5,0,8,1,26.7,8,1,32.6,8,1,24.1,8,1
2022/7/16,76,8,1,999.9,8,1,0.0,0,8,1,26.7,8,1,29.7,8,1,24.2,8,1
2022/7/17,76,8,1,1000.8,8,1,0.0,0,8,1,27.0,8,1,32.6,8,1,24.4,8,1
2022/7/18,70,8,1,1005.0,8,1,1.5,0,8,1,27.9,8,1,32.9,8,1,24.4,8,1
2022/7/19,91,8,1,1003.1,8,1,167.5,0,8,1,26.1,8,1,27.6,8,1,24.9,8,1
2022/7/20,70,8,1,1006.3,8,1,0,1,8,1,28.0,8,1,34.7,8,1,23.0,8,1
2022/7/21,70,8,1,1005.1,8,1,0.5,0,8,1,27.3,8,1,32.2,8,1,23.9,8,1
2022/7/22,74,8,1,1001.8,8,1,20.0,0,8,1,27.3,8,1,32.5,8,1,24.3,8,1
2022/7/23,67,8,1,1005.9,8,1,0.0,0,8,1,25.9,8,1,30.2,8,1,23.0,8,1
2022/7/24,59,8,1,1007.5,8,1,0,1,8,1,28.0,8,1,34.7,8,1,21.3,8,1
2022/7/25,61,8,1,1009.3,8,1,0,1,8,1,30.4,8,1,35.9,8,1,25.7,8,1
2022/7/26,64,8,1,1009.2,8,1,0,1,8,1,30.9,8,1,36.8,8,1,26.4,8,1
2022/7/27,73,8,1,1011.1,8,1,0.0,0,8,1,29.5,8,1,35.7,8,1,26.9,8,1
2022/7/28,67,8,1,1013.2,8,1,0.0,0,8,1,30.5,8,1,35.3,8,1,26.4,8,1
2022/7/29,62,8,1,1014.9,8,1,0,1,8,1,31.1,8,1,35.4,8,1,27.2,8,1
2022/7/30,63,8,1,1014.3,8,1,0.0,0,8,1,30.9,8,1,34.8,8,1,27.4,8,1
2022/7/31,59,8,1,1013.7,8,1,0,1,8,1,31.4,8,1,37.4,8,1,26.6,8,1
2022/8/1,57,8,1,1013.4,8,1,0,1,8,1,32.0,8,1,37.2,8,1,27.3,8,1
2022/8/2,58,8,1,1013.4,8,1,0,1,8,1,31.9,8,1,37.7,8,1,27.4,8,1
2022/8/3,70,8,1,1011.2,8,1,10.5,0,8,1,30.3,8,1,37.5,8,1,26.9,8,1
2022/8/4,79,8,1,1008.7,8,1,12.0,0,8,1,28.4,8,1,35.3,8,1,25.8,8,1
2022/8/5,83,8,1,1007.1,8,1,13.0,0,8,1,27.3,8,1,33.0,8,1,25.3,8,1
2022/8/6,75,8,1,1008.4,8,1,0.0,0,8,1,28.7,8,1,33.1,8,1,25.1,8,1
2022/8/7,72,8,1,1010.6,8,1,1.0,0,8,1,29.5,8,1,34.3,8,1,26.6,8,1
2022/8/8,68,8,1,1011.4,8,1,0,1,8,1,30.7,8,1,36.3,8,1,26.3,8,1
2022/8/9,62,8,1,1011.0,8,1,0,1,8,1,31.4,8,1,37.2,8,1,26.9,8,1
2022/8/10,62,8,1,1010.4,8,1,0,1,8,1,31.6,8,1,36.9,8,1,27.8,8,1
2022/8/11,60,8,1,1009.3,8,1,0,1,8,1,31.5,8,1,37.4,8,1,27.4,8,1
2022/8/12,67,8,1,1007.8,8,1,0.0,0,8,1,30.5,8,1,35.4,8,1,27.9,8,1
2022/8/13,70,8,1,1006.9,8,1,0.0,0,8,1,29.5,8,1,34.2,8,1,27.4,8,1
2022/8/14,79,8,1,1008.5,8,1,3.0,0,8,1,28.6,8,1,31.8,8,1,26.6,8,1
2022/8/15,72,8,1,1007.7,8,1,3.0,0,8,1,30.4,8,1,36.3,8,1,26.4,8,1
2022/8/16,72,8,1,1006.6,8,1,40.5,0,8,1,30.2,8,1,36.0,8,1,24.5,8,1
2022/8/17,89,8,1,1009.3,8,1,114.0,0,8,1,25.7,8,1,28.2,8,1,23.3,8,1
2022/8/18,77,8,1,1006.8,8,1,43.5,0,8,1,26.3,8,1,32.2,8,1,22.8,8,1
2022/8/19,64,8,1,1006.0,8,1,0,1,8,1,27.6,8,1,33.2,8,1,22.2,8,1
2022/8/20,74,8,1,1003.9,8,1,5.0,0,8,1,28.0,8,1,33.5,8,1,25.7,8,1
2022/8/21,84,8,1,1004.0,8,1,17.5,0,8,1,27.2,8,1,32.2,8,1,25.4,8,1
2022/8/22,73,8,1,1005.6,8,1,0.0,0,8,1,29.4,8,1,34.2,8,1,25.7,8,1
2022/8/23,68,8,1,1005.7,8,1,0.0,0,8,1,30.4,8,1,36.3,8,1,26.7,8,1
2022/8/24,70,8,1,1006.6,8,1,0,1,8,1,28.3,8,1,32.4,8,1,25.6,8,1
2022/8/25,73,8,1,1005.3,8,1,0.0,0,8,1,28.5,8,1,32.6,8,1,25.4,8,1
2022/8/26,71,8,1,1005.3,8,1,0.0,0,8,1,28.2,8,1,32.4,8,1,25.7,8,1
2022/8/27,67,8,1,1006.7,8,1,0,1,8,1,27.7,8,1,32.2,8,1,25.2,8,1
2022/8/28,59,8,1,1012.2,8,1,0,1,8,1,25.9,8,1,30.0,8,1,21.9,8,1
2022/8/29,64,8,1,1015.7,8,1,0,1,8,1,26.6,8,1,33.0,8,1,20.0,8,1
2022/8/30,78,8,1,1012.6,8,1,22.0,0,8,1,27.1,8,1,31.3,8,1,24.7,8,1
2022/8/31,71,8,1,1008.2,8,1,0.0,0,8,1,29.9,8,1,36.1,8,1,24.8,8,1
2023/6/1,69,8,1,1011.1,8,1,14.5,0,8,1,21.6,8,1,27.1,8,1,14.6,8,1
2023/6/2,96,8,1,1001.7,8,1,92.5,0,8,1,21.1,8,1,21.7,8,1,20.0,8,1
2023/6/3,62,8,1,1004.3,8,1,0.0,0,8,1,20.7,8,1,24.7,8,1,15.7,8,1
2023/6/4,57,8,1,1010.2,8,1,0,1,8,1,21.4,8,1,28.6,8,1,13.7,8,1
2023/6/5,54,8,1,1010.8,8,1,0,1,8,1,23.0,8,1,28.5,8,1,17.9,8,1
2023/6/6,70,8,1,1009.1,8,1,1.0,0,8,1,19.8,8,1,23.6,8,1,18.2,8,1
2023/6/7,68,8,1,1009.5,8,1,0.0,0,8,1,22.5,8,1,27.6,8,1,17.5,8,1
2023/6/8,77,8,1,1009.4,8,1,14.0,0,8,1,21.3,8,1,25.1,8,1,18.7,8,1
2023/6/9,77,8,1,1005.3,8,1,22.5,0,8,1,22.6,8,1,27.2,8,1,18.9,8,1
2023/6/10,71,8,1,1010.5,8,1,0,1,8,1,23.6,8,1,27.8,8,1,18.8,8,1
2023/6/11,82,8,1,1010.0,8,1,8.5,0,8,1,22.6,8,1,25.5,8,1,20.4,8,1
2023/6/12,82,8,1,1006.9,8,1,1.0,0,8,1,23.3,8,1,25.5,8,1,21.1,8,1
2023/6/13,72,8,1,1005.1,8,1,0,1,8,1,24.8,8,1,30.2,8,1,20.8,8,1
2023/6/14,82,8,1,1005.7,8,1,3.5,0,8,1,23.8,8,1,27.8,8,1,21.6,8,1
2023/6/15,76,8,1,1006.9,8,1,0.0,0,8,1,23.7,8,1,26.6,8,1,20.9,8,1
2023/6/16,63,8,1,1011.9,8,1,0,1,8,1,23.8,8,1,29.9,8,1,18.9,8,1
2023/6/17,56,8,1,1013.5,8,1,0,1,8,1,25.8,8,1,33.0,8,1,18.4,8,1
2023/6/18,59,8,1,1007.8,8,1,0,1,8,1,24.9,8,1,30.5,8,1,20.2,8,1
2023/6/19,56,8,1,1005.3,8,1,0,1,8,1,24.7,8,1,31.1,8,1,20.4,8,1
2023/6/20,65,8,1,1009.2,8,1,0,1,8,1,23.9,8,1,28.5,8,1,18.2,8,1
2023/6/21,63,8,1,1009.5,8,1,0.0,0,8,1,24.4,8,1,28.1,8,1,22.5,8,1
2023/6/22,78,8,1,1006.2,8,1,32.0,0,8,1,21.1,8,1,23.5,8,1,18.5,8,1
2023/6/23,81,8,1,1008.6,8,1,1.0,0,8,1,22.8,8,1,28.3,8,1,19.7,8,1
2023/6/24,68,8,1,1014.0,8,1,0.0,0,8,1,24.8,8,1,29.1,8,1,21.7,8,1
2023/6/25,68,8,1,1015.1,8,1,0,1,8,1,24.9,8,1,30.6,8,1,19.9,8,1
2023/6/26,83,8,1,1014.9,8,1,21.0,0,8,1,23.7,8,1,26.8,8,1,21.8,8,1
2023/6/27,73,8,1,1014.1,8,1,0,1,8,1,27.4,8,1,32.9,8,1,22.7,8,1
2023/6/28,74,8,1,1011.7,8,1,3.5,0,8,1,26.8,8,1,32.7,8,1,24.0,8,1
2023/6/29,77,8,1,1008.0,8,1,8.0,0,8,1,27.6,8,1,34.1,8,1,23.1,8,1
2023/6/30,85,8,1,1006.0,8,1,5.0,0,8,1,26.3,8,1,29.4,8,1,24.4,8,1
2023/7/1,90,8,1,1005.8,8,1,12.0,0,8,1,24.2,8,1,26.2,8,1,23.0,8,1
2023/7/2,72,8,1,1009.1,8,1,0.0,0,8,1,27.6,8,1,33.2,8,1,23.3,8,1
2023/7/3,69,8,1,1007.2,8,1,0,1,8,1,28.3,8,1,32.9,8,1,23.8,8,1
2023/7/4,59,8,1,1003.8,8,1,0,1,8,1,28.7,8,1,36.3,8,1,22.1,8,1
2023/7/5,79,8,1,1001.5,8,1,19.5,0,8,1,25.3,8,1,28.6,8,1,22.9,8,1
2023/7/6,70,8,1,1004.2,8,1,0,1,8,1,28.1,8,1,35.1,8,1,22.9,8,1
2023/7/7,66,8,1,1007.5,8,1,1.0,0,8,1,28.8,8,1,36.8,8,1,23.0,8,1
2023/7/8,77,8,1,1006.9,8,1,0.0,0,8,1,28.2,8,1,30.0,8,1,26.0,8,1
2023/7/9,86,8,1,1007.7,8,1,12.0,0,8,1,27.0,8,1,28.9,8,1,25.2,8,1
2023/7/10,79,8,1,1009.1,8,1,4.5,0,8,1,27.8,8,1,33.6,8,1,24.9,8,1
2023/7/11,68,8,1,1010.1,8,1,0,1,8,1,29.1,8,1,35.0,8,1,24.0,8,1
2023/7/12,74,8,1,1008.8,8,1,4.5,0,8,1,27.8,8,1,33.7,8,1,24.4,8,1
2023/7/13,86,8,1,1009.4,8,1,19.0,0,8,1,25.9,8,1,28.4,8,1,24.4,8,1
2023/7/14,75,8,1,1009.7,8,1,0,1,8,1,27.5,8,1,32.7,8,1,23.8,8,1
2023/7/15,67,8,1,1009.4,8,1,0.0,0,8,1,29.7,8,1,34.1,8,1,25.6,8,1
2023/7/16,58,8,1,1012.2,8,1,1.0,0,8,1,31.0,8,1,36.1,8,1,26.5,8,1
2023/7/17,60,8,1,1014.0,8,1,0,1,8,1,31.1,8,1,37.7,8,1,25.0,8,1
2023/7/18,63,8,1,1012.6,8,1,0,1,8,1,30.8,8,1,35.6,8,1,25.8,8,1
2023/7/19,69,8,1,1006.8,8,1,0.0,0,8,1,28.6,8,1,33.9,8,1,25.5,8,1
2023/7/20,60,8,1,1007.6,8,1,0,1,8,1,27.8,8,1,33.4,8,1,23.4,8,1
2023/7/21,57,8,1,1012.9,8,1,0,1,8,1,28.8,8,1,35.8,8,1,22.4,8,1
2023/7/22,62,8,1,1016.1,8,1,0.0,0,8,1,29.7,8,1,35.1,8,1,25.3,8,1
2023/7/23,60,8,1,1015.0,8,1,0,1,8,1,30.1,8,1,36.6,8,1,26.3,8,1
2023/7/24,58,8,1,1014.1,8,1,0,1,8,1,30.5,8,1,36.0,8,1,26.3,8,1
2023/7/25,59,8,1,1015.4,8,1,0,1,8,1,30.7,8,1,36.6,8,1,26.2,8,1
2023/7/26,65,8,1,1015.7,8,1,0.0,0,8,1,30.9,8,1,38.9,8,1,26.7,8,1
2023/7/27,62,8,1,1014.6,8,1,1.0,0,8,1,31.5,8,1,38.8,8,1,26.8,8,1
2023/7/28,61,8,1,1014.9,8,1,0,1,8,1,31.9,8,1,38.7,8,1,27.3,8,1
2023/7/29,55,8,1,1016.0,8,1,0,1,8,1,31.9,8,1,38.1,8,1,28.0,8,1
2023/7/30,57,8,1,1015.5,8,1,0,1,8,1,31.3,8,1,37.2,8,1,27.0,8,1
2023/7/31,63,8,1,1014.0,8,1,0.0,0,8,1,30.3,8,1,35.9,8,1,26.8,8,1
2023/8/1,58,8,1,1012.2,8,1,0,1,8,1,31.2,8,1,38.2,8,1,26.7,8,1
2023/8/2,57,8,1,1011.1,8,1,0,1,8,1,31.4,8,1,38.3,8,1,26.1,8,1
2023/8/3,58,8,1,1009.6,8,1,0,1,8,1,31.6,8,1,38.0,8,1,26.8,8,1
2023/8/4,59,8,1,1007.2,8,1,0,1,8,1,31.7,8,1,37.8,8,1,27.7,8,1
2023/8/5,60,8,1,1003.3,8,1,0,1,8,1,32.0,8,1,37.7,8,1,28.0,8,1
2023/8/6,64,8,1,1000.8,8,1,0.0,0,8,1,30.8,8,1,35.6,8,1,28.1,8,1
2023/8/7,72,8,1,1002.8,8,1,1.0,0,8,1,29.1,8,1,32.1,8,1,27.5,8,1
2023/8/8,73,8,1,1005.5,8,1,5.0,0,8,1,29.3,8,1,33.1,8,1,26.4,8,1
2023/8/9,75,8,1,1007.3,8,1,3.0,0,8,1,29.5,8,1,31.7,8,1,27.9,8,1
2023/8/10,64,8,1,1007.2,8,1,0.5,0,8,1,30.6,8,1,34.6,8,1,28.0,8,1
2023/8/11,59,8,1,1006.1,8,1,0.0,0,8,1,31.1,8,1,36.4,8,1,27.4,8,1
2023/8/12,57,8,1,1003.6,8,1,0,1,8,1,31.2,8,1,38.9,8,1,25.8,8,1
2023/8/13,61,8,1,1002.8,8,1,2.5,0,8,1,31.1,8,1,37.8,8,1,26.4,8,1
2023/8/14,71,8,1,1000.7,8,1,4.5,0,8,1,29.7,8,1,35.6,8,1,26.0,8,1
2023/8/15,87,8,1,994.5,8,1,124.5,0,8,1,26.4,8,1,29.5,8,1,25.1,8,1
2023/8/16,74,8,1,1003.0,8,1,38.5,0,8,1,29.6,8,1,35.2,8,1,24.7,8,1
2023/8/17,72,8,1,1006.7,8,1,6.5,0,8,1,29.3,8,1,33.4,8,1,25.8,8,1
2023/8/18,69,8,1,1009.8,8,1,0.0,0,8,1,29.5,8,1,34.0,8,1,26.2,8,1
2023/8/19,66,8,1,1011.3,8,1,0.0,0,8,1,31.7,8,1,37.5,8,1,27.5,8,1
2023/8/20,64,8,1,1011.2,8,1,0.0,0,8,1,31.9,8,1,37.9,8,1,27.6,8,1
2023/8/21,60,8,1,1009.9,8,1,0,1,8,1,32.2,8,1,37.5,8,1,28.1,8,1
2023/8/22,65,8,1,1009.3,8,1,0.0,0,8,1,31.2,8,1,36.3,8,1,28.5,8,1
2023/8/23,71,8,1,1009.7,8,1,0.0,0,8,1,29.9,8,1,33.6,8,1,28.2,8,1
2023/8/24,80,8,1,1011.6,8,1,9.0,0,8,1,27.6,8,1,32.1,8,1,25.0,8,1
2023/8/25,75,8,1,1010.6,8,1,0.5,0,8,1,28.7,8,1,35.3,8,1,25.2,8,1
2023/8/26,65,8,1,1009.5,8,1,0,1,8,1,30.1,8,1,35.9,8,1,25.1,8,1
2023/8/27,61,8,1,1007.9,8,1,0,1,8,1,30.0,8,1,35.2,8,1,25.5,8,1
2023/8/28,66,8,1,1009.0,8,1,0.0,0,8,1,29.6,8,1,36.1,8,1,25.5,8,1
2023/8/29,62,8,1,1012.5,8,1,0,1,8,1,30.3,8,1,36.5,8,1,26.0,8,1
2023/8/30,65,8,1,1014.1,8,1,0,1,8,1,30.0,8,1,33.6,8,1,26.8,8,1
2023/8/31,60,8,1,1014.9,8,1,0,1,8,1,30.2,8,1,34.9,8,1,27.8,8,1
2024/6/1,65,8,1,1008.8,8,1,0,1,8,1,21.1,8,1,28.0,8,1,14.3,8,1
2024/6/2,75,8,1,1007.9,8,1,16.5,0,8,1,19.7,8,1,25.7,8,1,16.4,8,1
2024/6/3,65,8,1,1008.7,8,1,0,1,8,1,19.1,8,1,23.9,8,1,14.2,8,1
2024/6/4,63,8,1,1012.7,8,1,0,1,8,1,19.5,8,1,24.7,8,1,15.4,8,1
2024/6/5,62,8,1,1018.0,8,1,0,1,8,1,21.0,8,1,28.0,8,1,15.3,8,1
2024/6/6,60,8,1,1018.8,8,1,0,1,8,1,22.1,8,1,27.3,8,1,16.3,8,1
2024/6/7,57,8,1,1016.0,8,1,0,1,8,1,23.9,8,1,29.7,8,1,18.7,8,1
2024/6/8,55,8,1,1014.9,8,1,0.0,0,8,1,24.2,8,1,30.0,8,1,19.1,8,1
2024/6/9,76,8,1,1012.2,8,1,12.5,0,8,1,20.8,8,1,23.6,8,1,18.5,8,1
2024/6/10,67,8,1,1008.7,8,1,1.5,0,8,1,24.0,8,1,30.2,8,1,18.4,8,1
2024/6/11,62,8,1,1009.5,8,1,0,1,8,1,25.3,8,1,32.4,8,1,19.1,8,1
2024/6/12,60,8,1,1007.2,8,1,0.0,0,8,1,26.0,8,1,32.5,8,1,20.5,8,1
2024/6/13,58,8,1,1004.8,8,1,0,1,8,1,26.5,8,1,32.8,8,1,21.9,8,1
2024/6/14,51,8,1,1007.2,8,1,0,1,8,1,27.7,8,1,35.9,8,1,20.8,8,1
2024/6/15,63,8,1,1006.0,8,1,19.5,0,8,1,25.7,8,1,31.9,8,1,20.0,8,1
2024/6/16,76,8,1,1005.1,8,1,7.0,0,8,1,24.7,8,1,32.4,8,1,20.3,8,1
2024/6/17,73,8,1,1009.9,8,1,3.5,0,8,1,22.7,8,1,27.2,8,1,19.3,8,1
2024/6/18,79,8,1,1005.9,8,1,54.5,0,8,1,21.4,8,1,26.6,8,1,18.4,8,1
2024/6/19,56,8,1,1009.5,8,1,0,1,8,1,25.3,8,1,33.7,8,1,17.6,8,1
2024/6/20,62,8,1,1009.9,8,1,0,1,8,1,25.3,8,1,29.0,8,1,21.8,8,1
2024/6/21,68,8,1,1004.6,8,1,22.5,0,8,1,23.9,8,1,30.0,8,1,19.2,8,1
2024/6/22,75,8,1,1006.7,8,1,15.5,0,8,1,24.4,8,1,31.8,8,1,20.1,8,1
2024/6/23,89,8,1,1000.8,8,1,34.5,0,8,1,25.4,8,1,28.1,8,1,22.2,8,1
2024/6/24,74,8,1,1005.4,8,1,0.0,0,8,1,26.9,8,1,30.5,8,1,24.5,8,1
2024/6/25,70,8,1,1009.8,8,1,0.0,0,8,1,26.6,8,1,30.0,8,1,24.3,8,1
2024/6/26,57,8,1,1014.7,8,1,0.5,0,8,1,25.9,8,1,31.2,8,1,22.3,8,1
2024/6/27,62,8,1,1014.8,8,1,3.0,0,8,1,24.4,8,1,28.3,8,1,21.1,8,1
2024/6/28,93,8,1,1008.7,8,1,79.5,0,8,1,22.9,8,1,25.0,8,1,21.1,8,1
2024/6/29,74,8,1,1009.7,8,1,1.0,0,8,1,26.7,8,1,32.0,8,1,23.1,8,1
2024/6/30,82,8,1,1007.8,8,1,7.5,0,8,1,26.7,8,1,30.3,8,1,24.1,8,1
2024/7/1,88,8,1,1005.1,8,1,18.5,0,8,1,25.9,8,1,27.3,8,1,23.4,8,1
2024/7/2,92,8,1,1011.0,8,1,19.0,0,8,1,25.0,8,1,27.2,8,1,23.3,8,1
2024/7/3,74,8,1,1013.0,8,1,0,1,8,1,29.0,8,1,34.4,8,1,24.1,8,1
2024/7/4,74,8,1,1009.5,8,1,0.0,0,8,1,28.9,8,1,34.1,8,1,26.5,8,1
2024/7/5,60,8,1,1007.0,8,1,0,1,8,1,31.4,8,1,36.5,8,1,26.3,8,1
2024/7/6,67,8,1,1008.5,8,1,1.0,0,8,1,30.8,8,1,37.2,8,1,27.4,8,1
2024/7/7,62,8,1,1008.4,8,1,0,1,8,1,31.3,8,1,37.0,8,1,25.8,8,1
2024/7/8,59,8,1,1007.3,8,1,0,1,8,1,31.7,8,1,36.7,8,1,27.6,8,1
2024/7/9,73,8,1,1007.8,8,1,5.0,0,8,1,28.5,8,1,33.2,8,1,25.2,8,1
2024/7/10,78,8,1,1005.4,8,1,1.5,0,8,1,27.9,8,1,33.0,8,1,24.7,8,1
2024/7/11,84,8,1,1002.3,8,1,9.0,0,8,1,25.8,8,1,27.4,8,1,24.1,8,1
2024/7/12,84,8,1,1002.7,8,1,18.0,0,8,1,24.7,8,1,27.3,8,1,22.5,8,1
2024/7/13,72,8,1,1008.6,8,1,0.0,0,8,1,26.3,8,1,31.0,8,1,21.4,8,1
2024/7/14,86,8,1,1013.0,8,1,22.5,0,8,1,26.2,8,1,29.3,8,1,23.5,8,1
2024/7/15,83,8,1,1014.2,8,1,11.0,0,8,1,26.7,8,1,30.8,8,1,24.7,8,1
2024/7/16,77,8,1,1014.1,8,1,4.5,0,8,1,27.5,8,1,32.3,8,1,23.5,8,1
2024/7/17,71,8,1,1013.2,8,1,0.0,0,8,1,28.7,8,1,35.0,8,1,25.6,8,1
2024/7/18,65,8,1,1011.2,8,1,0,1,8,1,29.9,8,1,36.0,8,1,24.4,8,1
2024/7/19,62,8,1,1009.8,8,1,0,1,8,1,31.5,8,1,36.6,8,1,27.4,8,1
2024/7/20,67,8,1,1011.0,8,1,0,1,8,1,31.2,8,1,35.9,8,1,28.5,8,1
2024/7/21,62,8,1,1010.8,8,1,0,1,8,1,32.0,8,1,37.9,8,1,27.0,8,1
2024/7/22,67,8,1,1010.4,8,1,0.0,0,8,1,30.6,8,1,38.0,8,1,26.9,8,1
2024/7/23,62,8,1,1008.8,8,1,0,1,8,1,31.3,8,1,37.2,8,1,26.2,8,1
2024/7/24,74,8,1,1008.2,8,1,3.5,0,8,1,28.4,8,1,33.2,8,1,25.5,8,1
2024/7/25,69,8,1,1010.1,8,1,0,1,8,1,30.0,8,1,36.2,8,1,25.2,8,1
2024/7/26,62,8,1,1015.5,8,1,0.0,0,8,1,31.7,8,1,37.5,8,1,27.2,8,1
2024/7/27,64,8,1,1018.1,8,1,0,1,8,1,32.3,8,1,37.2,8,1,28.2,8,1
2024/7/28,61,8,1,1014.5,8,1,0,1,8,1,32.3,8,1,38.3,8,1,28.0,8,1
2024/7/29,56,8,1,1008.3,8,1,0,1,8,1,32.4,8,1,39.4,8,1,26.3,8,1
2024/7/30,60,8,1,1004.8,8,1,0,1,8,1,31.5,8,1,36.7,8,1,28.3,8,1
2024/7/31,54,8,1,1005.7,8,1,0,1,8,1,31.4,8,1,36.8,8,1,28.2,8,1
2024/8/1,54,8,1,1005.7,8,1,0,1,8,1,31.4,8,1,38.3,8,1,25.7,8,1
2024/8/2,58,8,1,1005.7,8,1,0,1,8,1,32.4,8,1,38.7,8,1,27.0,8,1
2024/8/3,64,8,1,1007.2,8,1,0,1,8,1,32.6,8,1,38.7,8,1,28.1,8,1
2024/8/4,75,8,1,1007.7,8,1,54.5,0,8,1,30.5,8,1,35.8,8,1,25.8,8,1
2024/8/5,70,8,1,1007.1,8,1,0.0,0,8,1,30.9,8,1,35.5,8,1,27.2,8,1
